posting_id,posting_date,role,experience_years,company_type,city,education_tier,skills_count,has_genai_llm_skills,has_mlops_skills,has_cloud_skills,remote_friendly,salary_lpa
JP106970,2024-11-01,Software Engineer,2.4,Startup,Hyderabad,Premier (IIT/NIT/IIIT),10,0,0,0,0,26.5
JP105610,2024-11-01,Product Manager,0.4,FAANG/MNC,Bangalore,Other,8,1,0,1,1,53.9
JP106973,2024-11-01,Mobile Developer,6.0,Startup,Mumbai,Tier-2 Engineering College,10,0,0,0,1,24.5
JP107809,2024-11-01,Software Engineer,5.1,IT Services,Pune,Tier-2 Engineering College,9,0,0,0,0,24.5
JP110622,2024-11-01,Data Scientist,5.4,FAANG/MNC,Bangalore,Premier (IIT/NIT/IIIT),14,0,0,0,1,127.7
JP102845,2024-11-01,DevOps Engineer,2.1,Product (Indian),Bangalore,Other,11,0,0,1,0,31.1
JP104232,2024-11-01,Mobile Developer,1.8,Startup,Delhi NCR,Tier-2 Engineering College,15,0,0,1,0,19.7
JP100530,2024-11-01,Product Manager,1.1,FAANG/MNC,Pune,Other,5,1,0,1,1,92.4
JP106033,2024-12-01,Software Engineer,4.5,Product (Indian),Remote/Tier-2,Other,9,0,0,1,1,24.9
JP102741,2024-12-01,Data Scientist,18.0,Product (Indian),Chennai,Tier-2 Engineering College,9,1,0,1,0,53.4
JP109889,2024-12-01,Product Manager,8.4,Startup,Bangalore,Tier-2 Engineering College,7,1,0,0,1,69.8
JP105482,2024-12-01,Software Engineer,4.9,Startup,Pune,Tier-2 Engineering College,3,0,0,0,0,21.8
JP102549,2024-12-01,AI/ML Engineer,3.8,FAANG/MNC,Mumbai,Tier-2 Engineering College,13,1,0,0,0,120.7
JP109091,2024-12-01,Software Engineer,1.9,IT Services,Chennai,Tier-2 Engineering College,8,0,0,0,1,10.6
JP105390,2024-12-01,Mobile Developer,2.5,Product (Indian),Chennai,Tier-2 Engineering College,4,0,0,0,0,24.1
JP108943,2024-12-01,DevOps Engineer,1.6,IT Services,Hyderabad,Tier-2 Engineering College,13,0,0,0,0,15.4
JP110282,2024-12-01,DevOps Engineer,3.9,IT Services,Chennai,Tier-2 Engineering College,13,0,0,1,1,14.2
JP105407,2024-12-01,Mobile Developer,7.6,Product (Indian),Bangalore,Other,5,0,0,0,1,37.0
JP105917,2024-12-01,Software Engineer,3.9,FAANG/MNC,Remote/Tier-2,Tier-2 Engineering College,9,0,0,0,1,38.5
JP108120,2024-12-01,Data Scientist,7.8,Startup,Delhi NCR,Tier-2 Engineering College,13,0,0,0,0,35.5
JP102570,2024-12-01,AI/ML Engineer,2.9,Startup,Chennai,Tier-2 Engineering College,12,0,0,1,1,32.2
JP110215,2024-12-01,Software Engineer,4.4,Product (Indian),Pune,Premier (IIT/NIT/IIIT),8,0,0,1,0,45.5
JP101935,2024-12-01,Mobile Developer,3.5,IT Services,Bangalore,Other,9,0,0,0,0,13.6
JP106035,2024-12-01,Product Manager,7.0,Startup,Hyderabad,Tier-2 Engineering College,5,0,1,1,0,75.7
JP102552,2024-12-01,DevOps Engineer,1.2,Product (Indian),Bangalore,Tier-2 Engineering College,10,0,0,1,0,31.7
JP103846,2024-12-01,AI/ML Engineer,5.4,IT Services,Mumbai,Tier-2 Engineering College,15,0,1,0,0,30.5
JP105473,2024-12-01,Data Scientist,4.9,Product (Indian),Hyderabad,Tier-2 Engineering College,9,0,0,1,0,33.9
JP101952,2024-12-01,Product Manager,5.5,Product (Indian),Mumbai,Other,4,1,0,0,0,67.5
JP109176,2024-12-01,Software Engineer,6.8,FAANG/MNC,Bangalore,Premier (IIT/NIT/IIIT),5,0,0,1,0,127.6
JP105386,2024-12-01,Software Engineer,2.5,IT Services,Pune,Tier-2 Engineering College,5,0,0,0,0,12.6
JP100123,2024-12-01,Software Engineer,3.6,IT Services,Pune,Other,8,0,0,1,0,12.5
JP109352,2024-12-01,DevOps Engineer,0.9,IT Services,Bangalore,Premier (IIT/NIT/IIIT),10,0,1,0,1,20.4
JP107516,2024-12-01,DevOps Engineer,5.8,FAANG/MNC,Pune,Premier (IIT/NIT/IIIT),13,0,0,0,0,100.4
JP100472,2024-12-01,DevOps Engineer,2.3,IT Services,Bangalore,Other,6,1,0,0,0,21.0
JP100109,2024-12-01,Mobile Developer,1.1,IT Services,Bangalore,Premier (IIT/NIT/IIIT),5,0,0,0,1,14.5
JP111268,2024-12-01,Data Scientist,4.5,IT Services,Mumbai,Tier-2 Engineering College,6,0,0,0,0,18.9
JP101831,2024-12-01,Product Manager,5.0,IT Services,Delhi NCR,Premier (IIT/NIT/IIIT),4,0,1,0,1,34.4
JP103133,2024-12-01,Software Engineer,4.2,IT Services,Bangalore,Tier-2 Engineering College,4,0,0,1,0,24.2
JP111850,2024-12-01,Software Engineer,9.3,Startup,Bangalore,Premier (IIT/NIT/IIIT),10,0,1,1,1,66.5
JP100368,2024-12-01,DevOps Engineer,15.5,Product (Indian),Bangalore,Premier (IIT/NIT/IIIT),15,0,0,1,0,71.5
JP102721,2024-12-01,Software Engineer,3.8,IT Services,Delhi NCR,Tier-2 Engineering College,11,0,1,1,0,25.9
JP105071,2024-12-01,Software Engineer,2.9,Startup,Hyderabad,Other,7,0,0,0,0,29.1
JP108101,2024-12-01,Software Engineer,2.5,IT Services,Hyderabad,Tier-2 Engineering College,12,0,1,0,0,18.6
JP100442,2024-12-01,Data Scientist,6.2,IT Services,Hyderabad,Tier-2 Engineering College,9,0,0,1,0,24.6
JP109673,2024-12-01,Software Engineer,2.2,FAANG/MNC,Mumbai,Tier-2 Engineering College,6,0,1,0,0,54.8
JP100249,2024-12-01,Data Scientist,5.5,IT Services,Hyderabad,Premier (IIT/NIT/IIIT),6,0,0,1,0,32.2
JP106851,2024-12-01,DevOps Engineer,1.7,Startup,Remote/Tier-2,Other,12,0,1,0,1,19.9
JP107133,2024-12-01,DevOps Engineer,5.4,Product (Indian),Delhi NCR,Tier-2 Engineering College,7,0,0,0,1,31.1
JP108103,2024-12-01,Software Engineer,2.6,IT Services,Delhi NCR,Other,11,1,0,1,1,17.4
JP103149,2024-12-01,Software Engineer,8.0,Product (Indian),Bangalore,Tier-2 Engineering College,8,0,0,0,0,51.0
JP109670,2024-12-01,Software Engineer,4.5,IT Services,Bangalore,Tier-2 Engineering College,10,0,0,0,1,16.3
JP105426,2024-12-01,Software Engineer,8.1,Startup,Mumbai,Other,14,0,0,1,1,34.9
JP104037,2024-12-01,DevOps Engineer,10.3,IT Services,Delhi NCR,Other,16,0,1,1,0,26.0
JP101854,2024-12-01,DevOps Engineer,3.8,Startup,Remote/Tier-2,Tier-2 Engineering College,10,0,0,0,1,17.8
JP107843,2024-12-01,Software Engineer,2.6,IT Services,Chennai,Tier-2 Engineering College,15,0,0,1,1,13.3
JP104379,2024-12-01,AI/ML Engineer,6.2,IT Services,Mumbai,Other,10,0,1,1,0,31.7
JP107870,2024-12-01,Product Manager,9.8,FAANG/MNC,Chennai,Premier (IIT/NIT/IIIT),8,1,0,0,0,133.8
JP101866,2024-12-01,Software Engineer,7.8,IT Services,Mumbai,Tier-2 Engineering College,4,0,0,1,0,26.7
JP101864,2024-12-01,Product Manager,3.1,Startup,Pune,Tier-2 Engineering College,12,1,0,0,1,51.3
JP101862,2024-12-01,DevOps Engineer,2.0,Product (Indian),Delhi NCR,Other,4,0,0,0,0,23.3
JP102644,2024-12-01,Product Manager,3.6,IT Services,Chennai,Tier-2 Engineering College,12,0,0,1,0,16.9
JP105419,2024-12-01,Product Manager,6.4,FAANG/MNC,Chennai,Tier-2 Engineering College,10,1,0,1,0,117.8
JP107731,2024-12-01,DevOps Engineer,4.2,Product (Indian),Bangalore,Tier-2 Engineering College,7,1,1,0,0,49.9
JP108731,2024-12-01,DevOps Engineer,4.2,Startup,Delhi NCR,Other,3,0,0,0,0,26.0
JP105457,2024-12-01,AI/ML Engineer,4.2,Startup,Remote/Tier-2,Other,13,1,0,0,1,24.0
JP108678,2024-12-01,DevOps Engineer,2.6,IT Services,Chennai,Tier-2 Engineering College,15,1,0,1,0,17.1
JP109882,2024-12-01,Software Engineer,1.3,Startup,Delhi NCR,Tier-2 Engineering College,5,0,0,0,0,16.3
JP100820,2024-12-01,Data Scientist,6.5,Product (Indian),Delhi NCR,Tier-2 Engineering College,6,0,1,0,0,42.9
JP102738,2024-12-01,Data Scientist,5.2,IT Services,Chennai,Tier-2 Engineering College,8,0,0,0,0,13.3
JP104482,2024-12-01,AI/ML Engineer,2.6,Product (Indian),Bangalore,Other,14,0,0,1,0,39.7
JP102592,2024-12-01,Software Engineer,1.0,IT Services,Bangalore,Tier-2 Engineering College,6,0,0,1,1,12.9
JP109888,2024-12-01,AI/ML Engineer,1.7,Startup,Bangalore,Tier-2 Engineering College,9,0,0,0,0,27.1
JP107725,2024-12-01,Software Engineer,2.7,Startup,Bangalore,Other,4,0,0,0,0,25.0
JP102595,2024-12-01,DevOps Engineer,3.9,IT Services,Hyderabad,Other,5,0,0,0,0,14.4
JP103118,2024-12-01,Software Engineer,3.9,Startup,Chennai,Premier (IIT/NIT/IIIT),14,0,1,0,0,31.3
JP102597,2024-12-01,Software Engineer,7.0,Startup,Bangalore,Other,13,0,0,0,0,31.5
JP110004,2024-12-01,Data Scientist,2.7,Product (Indian),Pune,Premier (IIT/NIT/IIIT),5,0,1,1,1,47.7
JP108996,2024-12-01,Software Engineer,3.3,IT Services,Mumbai,Tier-2 Engineering College,7,0,0,0,0,16.2
JP100104,2024-12-01,Mobile Developer,5.7,FAANG/MNC,Chennai,Tier-2 Engineering College,9,1,0,0,0,81.8
JP104483,2024-12-01,Software Engineer,3.1,IT Services,Delhi NCR,Premier (IIT/NIT/IIIT),3,0,0,0,0,15.1
JP107837,2024-12-01,AI/ML Engineer,5.4,Startup,Remote/Tier-2,Premier (IIT/NIT/IIIT),3,0,0,0,1,32.6
JP100199,2024-12-01,Mobile Developer,4.2,IT Services,Remote/Tier-2,Tier-2 Engineering College,9,0,0,1,1,12.3
JP107838,2024-12-01,Data Scientist,9.9,Product (Indian),Hyderabad,Tier-2 Engineering College,4,0,0,1,0,47.7
JP105412,2024-12-01,Data Scientist,3.9,Product (Indian),Mumbai,Tier-2 Engineering College,5,0,0,0,1,24.8
JP106015,2024-12-01,Product Manager,3.7,FAANG/MNC,Bangalore,Premier (IIT/NIT/IIIT),6,0,0,0,0,113.4
JP107025,2024-12-01,Mobile Developer,9.9,IT Services,Chennai,Other,14,0,0,1,1,13.4
JP106862,2024-12-01,Mobile Developer,18.0,IT Services,Bangalore,Other,16,1,1,1,0,30.9
JP104245,2024-12-01,Software Engineer,4.2,Product (Indian),Chennai,Tier-2 Engineering College,9,0,0,0,1,27.4
JP102613,2024-12-01,Software Engineer,8.9,Product (Indian),Bangalore,Other,9,0,0,0,0,37.4
JP103130,2024-12-01,Product Manager,3.9,Product (Indian),Hyderabad,Other,3,0,0,0,1,35.7
JP107879,2024-12-01,Software Engineer,3.1,IT Services,Bangalore,Tier-2 Engineering College,15,0,1,0,0,18.3
JP107877,2024-12-01,Software Engineer,4.0,IT Services,Remote/Tier-2,Tier-2 Engineering College,4,0,0,0,1,10.4
JP105073,2024-12-01,Software Engineer,1.0,FAANG/MNC,Mumbai,Tier-2 Engineering College,11,1,1,1,0,63.9
JP108111,2024-12-01,Data Scientist,2.4,IT Services,Chennai,Tier-2 Engineering College,16,1,1,0,1,20.1
JP102656,2024-12-01,Mobile Developer,10.6,IT Services,Bangalore,Tier-2 Engineering College,11,0,0,1,0,20.7
JP111902,2024-12-01,DevOps Engineer,2.6,FAANG/MNC,Delhi NCR,Other,9,0,0,1,1,60.9
JP107982,2024-12-01,Software Engineer,14.9,FAANG/MNC,Chennai,Premier (IIT/NIT/IIIT),14,0,0,1,0,95.0
JP107048,2024-12-01,AI/ML Engineer,7.8,Product (Indian),Delhi NCR,Tier-2 Engineering College,5,0,0,1,0,48.7
JP105600,2024-12-01,Mobile Developer,3.6,FAANG/MNC,Mumbai,Tier-2 Engineering College,8,0,0,1,1,64.7
JP109280,2024-12-01,Software Engineer,1.7,IT Services,Remote/Tier-2,Other,15,0,0,1,1,9.4
JP100718,2024-12-01,Mobile Developer,3.9,IT Services,Mumbai,Tier-2 Engineering College,14,0,0,0,0,14.9
JP100622,2024-12-01,DevOps Engineer,7.7,IT Services,Bangalore,Tier-2 Engineering College,5,0,0,1,0,26.0
JP111054,2024-12-01,DevOps Engineer,1.4,Product (Indian),Chennai,Tier-2 Engineering College,7,0,0,0,0,18.4
JP103804,2024-12-01,AI/ML Engineer,0.7,Startup,Remote/Tier-2,Tier-2 Engineering College,8,0,0,1,1,16.2
JP107080,2024-12-01,Software Engineer,7.5,Product (Indian),Hyderabad,Other,11,0,0,0,1,28.7
JP111747,2024-12-01,Software Engineer,3.6,IT Services,Bangalore,Tier-2 Engineering College,11,1,0,1,0,36.4
JP107079,2024-12-01,Data Scientist,2.5,IT Services,Chennai,Tier-2 Engineering College,14,1,0,0,0,21.5
JP102205,2024-12-01,Software Engineer,2.4,IT Services,Hyderabad,Tier-2 Engineering College,7,0,0,0,0,18.8
JP102207,2024-12-01,Software Engineer,3.7,FAANG/MNC,Delhi NCR,Tier-2 Engineering College,16,1,1,1,0,109.6
JP105227,2024-12-01,Software Engineer,2.0,IT Services,Remote/Tier-2,Other,9,0,0,0,1,8.9
JP102386,2024-12-01,Software Engineer,0.2,Startup,Bangalore,Other,7,0,0,1,1,12.9
JP100636,2024-12-01,DevOps Engineer,3.1,FAANG/MNC,Mumbai,Tier-2 Engineering College,11,0,1,1,0,74.0
JP109272,2024-12-01,Data Scientist,4.7,Product (Indian),Delhi NCR,Tier-2 Engineering College,8,0,1,0,0,34.3
JP100737,2024-12-01,Software Engineer,2.8,Product (Indian),Pune,Tier-2 Engineering College,9,0,0,0,0,28.4
JP102204,2024-12-01,DevOps Engineer,0.6,Product (Indian),Chennai,Tier-2 Engineering College,12,0,1,1,0,22.3
JP105779,2024-12-01,Software Engineer,5.9,IT Services,Remote/Tier-2,Tier-2 Engineering College,7,0,0,0,1,13.4
JP102835,2024-12-01,Product Manager,1.3,FAANG/MNC,Pune,Other,11,0,0,0,0,60.4
JP111938,2024-12-01,AI/ML Engineer,1.4,FAANG/MNC,Delhi NCR,Tier-2 Engineering College,7,0,1,1,0,53.0
JP102131,2024-12-01,Software Engineer,5.2,IT Services,Delhi NCR,Tier-2 Engineering College,14,0,0,0,0,19.1
JP105814,2024-12-01,Software Engineer,3.0,FAANG/MNC,Remote/Tier-2,Tier-2 Engineering College,15,0,1,1,1,66.7
JP107942,2024-12-01,Software Engineer,4.8,Product (Indian),Delhi NCR,Premier (IIT/NIT/IIIT),6,0,0,0,1,41.1
JP110426,2024-12-01,Software Engineer,8.4,Startup,Mumbai,Other,9,0,0,0,0,29.5
JP102819,2024-12-01,Mobile Developer,9.2,Product (Indian),Hyderabad,Tier-2 Engineering College,11,0,0,1,0,49.7
JP102149,2024-12-01,DevOps Engineer,3.0,FAANG/MNC,Pune,Tier-2 Engineering College,4,0,1,0,0,68.0
JP109960,2024-12-01,Product Manager,3.8,IT Services,Delhi NCR,Premier (IIT/NIT/IIIT),15,0,0,1,0,24.0
JP105301,2024-12-01,Product Manager,4.1,Product (Indian),Bangalore,Tier-2 Engineering College,10,0,0,0,0,41.7
JP103921,2024-12-01,Data Scientist,4.5,Startup,Bangalore,Tier-2 Engineering College,9,1,0,1,0,42.1
JP108899,2024-12-01,Product Manager,1.9,IT Services,Chennai,Tier-2 Engineering College,7,1,0,0,1,25.0
JP109325,2024-12-01,Mobile Developer,1.3,Product (Indian),Bangalore,Premier (IIT/NIT/IIIT),12,0,0,1,0,28.7
JP109724,2024-12-01,AI/ML Engineer,0.5,IT Services,Bangalore,Other,10,0,0,0,1,11.5
JP100715,2024-12-01,AI/ML Engineer,2.1,IT Services,Mumbai,Tier-2 Engineering College,11,0,1,1,0,28.2
JP102172,2024-12-01,Product Manager,2.8,Startup,Pune,Tier-2 Engineering College,8,1,0,0,0,37.7
JP102832,2024-12-01,Software Engineer,6.4,IT Services,Bangalore,Tier-2 Engineering College,9,0,0,1,0,23.0
JP107091,2024-12-01,Data Scientist,11.7,Product (Indian),Chennai,Tier-2 Engineering College,4,0,0,1,0,43.0
JP109158,2024-12-01,Data Scientist,1.9,IT Services,Pune,Tier-2 Engineering College,9,0,0,0,0,13.1
JP100723,2024-12-01,Product Manager,2.0,IT Services,Remote/Tier-2,Premier (IIT/NIT/IIIT),12,1,0,1,1,24.8
JP106980,2024-12-01,Software Engineer,3.1,IT Services,Hyderabad,Tier-2 Engineering College,9,0,0,1,0,18.7
JP111112,2024-12-01,Mobile Developer,11.2,IT Services,Pune,Tier-2 Engineering College,7,0,0,0,1,17.2
JP107963,2024-12-01,Product Manager,15.9,Product (Indian),Remote/Tier-2,Tier-2 Engineering College,10,0,0,0,1,34.9
JP102347,2024-12-01,DevOps Engineer,5.8,IT Services,Hyderabad,Premier (IIT/NIT/IIIT),15,1,1,1,0,62.8
JP109769,2024-12-01,DevOps Engineer,1.0,IT Services,Hyderabad,Tier-2 Engineering College,14,0,0,0,0,11.9
JP109758,2024-12-01,Software Engineer,2.8,IT Services,Mumbai,Other,7,1,0,1,1,25.2
JP106938,2024-12-01,Mobile Developer,13.0,FAANG/MNC,Chennai,Other,6,0,0,1,0,67.8
JP110488,2024-12-01,Mobile Developer,12.8,IT Services,Mumbai,Tier-2 Engineering College,12,0,0,0,0,19.9
JP102877,2024-12-01,AI/ML Engineer,0.2,Product (Indian),Pune,Premier (IIT/NIT/IIIT),4,0,1,0,0,30.8
JP107990,2024-12-01,DevOps Engineer,8.6,IT Services,Delhi NCR,Premier (IIT/NIT/IIIT),14,0,0,0,0,20.8
JP111913,2024-12-01,Software Engineer,7.6,IT Services,Mumbai,Tier-2 Engineering College,15,0,1,0,1,26.4
JP105694,2024-12-01,Mobile Developer,7.2,FAANG/MNC,Remote/Tier-2,Tier-2 Engineering College,14,0,0,1,1,43.6
JP105262,2024-12-01,Software Engineer,4.8,FAANG/MNC,Hyderabad,Other,14,1,0,0,1,65.4
JP102895,2024-12-01,Software Engineer,1.8,Product (Indian),Mumbai,Premier (IIT/NIT/IIIT),8,0,0,1,0,35.2
JP102892,2024-12-01,Software Engineer,3.2,IT Services,Mumbai,Premier (IIT/NIT/IIIT),14,0,0,0,0,16.8
JP111088,2024-12-01,Mobile Developer,4.7,IT Services,Bangalore,Tier-2 Engineering College,9,0,0,1,1,23.6
JP103939,2024-12-01,Software Engineer,1.1,Product (Indian),Remote/Tier-2,Other,11,0,0,1,1,12.9
JP105274,2024-12-01,AI/ML Engineer,3.3,IT Services,Pune,Tier-2 Engineering College,13,1,0,1,0,28.6
JP102325,2024-12-01,DevOps Engineer,2.1,FAANG/MNC,Chennai,Tier-2 Engineering College,13,0,1,1,0,64.7
JP105655,2024-12-01,Data Scientist,6.2,Product (Indian),Mumbai,Other,14,0,0,1,1,35.3
JP104528,2024-12-01,Data Scientist,5.2,IT Services,Mumbai,Other,4,1,0,0,1,26.6
JP109755,2024-12-01,DevOps Engineer,8.1,FAANG/MNC,Pune,Tier-2 Engineering College,3,0,0,0,1,78.9
JP100176,2024-12-01,Data Scientist,7.5,FAANG/MNC,Bangalore,Tier-2 Engineering College,10,0,0,1,0,101.0
JP102937,2024-12-01,DevOps Engineer,5.3,IT Services,Bangalore,Tier-2 Engineering College,9,0,1,0,1,26.1
JP102240,2024-12-01,Software Engineer,5.0,FAANG/MNC,Delhi NCR,Other,13,0,0,0,1,60.1
JP108984,2024-12-01,Product Manager,0.6,FAANG/MNC,Hyderabad,Tier-2 Engineering College,4,0,0,1,0,63.4
JP104531,2024-12-01,Mobile Developer,1.4,IT Services,Hyderabad,Premier (IIT/NIT/IIIT),13,0,0,1,0,16.0
JP104447,2024-12-01,Data Scientist,6.1,IT Services,Bangalore,Tier-2 Engineering College,13,0,0,1,0,23.4
JP107788,2024-12-01,Mobile Developer,4.5,Startup,Bangalore,Other,12,0,1,0,0,32.7
JP102249,2024-12-01,AI/ML Engineer,7.7,IT Services,Mumbai,Tier-2 Engineering College,8,1,0,1,0,41.4
JP100634,2024-12-01,Data Scientist,4.8,IT Services,Bangalore,Tier-2 Engineering College,14,0,0,0,0,20.6
JP105290,2024-12-01,Data Scientist,4.3,Product (Indian),Bangalore,Tier-2 Engineering College,6,0,0,1,0,38.5
JP111104,2024-12-01,Data Scientist,2.2,Product (Indian),Bangalore,Tier-2 Engineering College,9,0,0,1,0,31.2
JP109942,2024-12-01,Product Manager,3.2,IT Services,Remote/Tier-2,Tier-2 Engineering College,4,1,0,0,1,16.8
JP105288,2024-12-01,AI/ML Engineer,5.5,Startup,Pune,Premier (IIT/NIT/IIIT),11,0,1,0,0,56.5
JP110888,2024-12-01,AI/ML Engineer,4.5,Startup,Chennai,Other,3,0,0,0,0,24.3
JP108982,2024-12-01,Software Engineer,6.8,Startup,Pune,Premier (IIT/NIT/IIIT),10,0,0,1,0,35.5
JP109753,2024-12-01,AI/ML Engineer,4.8,Product (Indian),Bangalore,Premier (IIT/NIT/IIIT),5,1,0,0,0,62.9
JP102923,2024-12-01,DevOps Engineer,6.7,IT Services,Bangalore,Other,8,0,0,0,0,22.8
JP105045,2024-12-01,Data Scientist,4.3,IT Services,Bangalore,Tier-2 Engineering College,7,1,0,0,1,22.9
JP102372,2024-12-01,DevOps Engineer,3.9,FAANG/MNC,Remote/Tier-2,Tier-2 Engineering College,15,0,1,1,1,56.3
JP109893,2024-12-01,DevOps Engineer,6.4,FAANG/MNC,Bangalore,Tier-2 Engineering College,15,0,0,1,1,101.7
JP100751,2024-12-01,DevOps Engineer,8.9,Product (Indian),Bangalore,Premier (IIT/NIT/IIIT),15,0,1,0,0,87.1
JP103917,2024-12-01,Software Engineer,1.4,Product (Indian),Chennai,Other,6,0,1,0,0,17.7
JP110912,2024-12-01,Software Engineer,5.6,Product (Indian),Remote/Tier-2,Tier-2 Engineering College,4,0,0,0,1,24.7
JP102029,2024-12-01,Data Scientist,0.5,FAANG/MNC,Hyderabad,Tier-2 Engineering College,12,1,0,0,0,46.7
JP105512,2024-12-01,Data Scientist,1.7,Product (Indian),Bangalore,Tier-2 Engineering College,8,1,0,0,0,34.2
JP107755,2024-12-01,Mobile Developer,6.5,Product (Indian),Hyderabad,Tier-2 Engineering College,12,0,0,1,0,37.2
JP102035,2024-12-01,Software Engineer,6.4,IT Services,Mumbai,Other,11,1,1,0,1,33.4
JP109982,2024-12-01,DevOps Engineer,7.4,IT Services,Pune,Tier-2 Engineering College,12,0,0,0,1,21.5
JP100242,2024-12-01,Data Scientist,2.1,IT Services,Mumbai,Other,7,1,1,1,0,26.5
JP102516,2024-12-01,Product Manager,3.1,Startup,Bangalore,Other,14,0,0,1,0,31.3
JP100363,2024-12-01,AI/ML Engineer,7.0,IT Services,Mumbai,Premier (IIT/NIT/IIIT),13,0,1,1,1,51.0
JP100215,2024-12-01,Mobile Developer,2.6,IT Services,Delhi NCR,Other,5,0,0,0,0,12.7
JP109708,2024-12-01,Product Manager,6.8,IT Services,Bangalore,Tier-2 Engineering College,5,0,0,0,0,34.1
JP107054,2024-12-01,Product Manager,2.7,IT Services,Remote/Tier-2,Other,9,1,0,1,1,20.5
JP109833,2024-12-01,Software Engineer,2.5,IT Services,Mumbai,Premier (IIT/NIT/IIIT),14,0,0,0,0,17.6
JP105321,2024-12-01,DevOps Engineer,3.2,Startup,Delhi NCR,Premier (IIT/NIT/IIIT),14,0,0,0,0,29.9
JP102052,2024-12-01,Product Manager,8.6,Product (Indian),Delhi NCR,Tier-2 Engineering College,10,0,0,1,1,55.7
JP102327,2024-12-01,Data Scientist,6.8,FAANG/MNC,Chennai,Tier-2 Engineering College,9,0,0,1,0,82.6
JP109165,2024-12-01,Mobile Developer,1.0,Product (Indian),Mumbai,Tier-2 Engineering College,6,0,1,1,0,21.2
JP103059,2024-12-01,Software Engineer,1.9,Product (Indian),Remote/Tier-2,Premier (IIT/NIT/IIIT),14,0,0,0,1,16.6
JP105866,2024-12-01,DevOps Engineer,8.8,IT Services,Bangalore,Tier-2 Engineering College,7,0,1,1,0,39.2
JP109985,2024-12-01,Software Engineer,2.4,Product (Indian),Bangalore,Other,7,0,1,1,0,33.4
JP100654,2024-12-01,Mobile Developer,6.8,IT Services,Hyderabad,Tier-2 Engineering College,6,0,0,1,1,26.8
JP105908,2024-12-01,Software Engineer,2.3,Product (Indian),Hyderabad,Tier-2 Engineering College,14,1,0,1,0,30.0
JP108086,2024-12-01,DevOps Engineer,1.7,Product (Indian),Chennai,Tier-2 Engineering College,6,0,1,0,0,28.3
JP104561,2024-12-01,Data Scientist,5.1,IT Services,Bangalore,Tier-2 Engineering College,10,0,0,1,0,27.3
JP110278,2024-12-01,AI/ML Engineer,3.7,IT Services,Bangalore,Tier-2 Engineering College,14,0,0,1,0,22.7
JP104558,2024-12-01,Data Scientist,4.4,Product (Indian),Hyderabad,Other,13,1,0,0,0,43.5
JP109310,2024-12-01,Software Engineer,1.3,Startup,Mumbai,Tier-2 Engineering College,12,0,0,0,1,22.1
JP109312,2024-12-01,Software Engineer,4.3,Product (Indian),Bangalore,Tier-2 Engineering College,12,0,0,0,0,33.4
JP105110,2024-12-01,AI/ML Engineer,12.2,FAANG/MNC,Pune,Other,9,0,0,0,1,105.0
JP109284,2024-12-01,Mobile Developer,5.5,IT Services,Pune,Other,11,1,0,1,0,22.2
JP103078,2024-12-01,Data Scientist,1.2,IT Services,Delhi NCR,Tier-2 Engineering College,9,0,0,1,0,14.3
JP100600,2024-12-01,Software Engineer,6.1,IT Services,Chennai,Tier-2 Engineering College,5,0,0,0,0,14.9
JP103072,2024-12-01,Product Manager,4.2,IT Services,Pune,Tier-2 Engineering College,13,0,0,0,1,23.2
JP104472,2024-12-01,Software Engineer,6.0,IT Services,Mumbai,Premier (IIT/NIT/IIIT),10,0,0,1,0,19.7
JP103064,2024-12-01,Data Scientist,5.5,IT Services,Mumbai,Tier-2 Engineering College,15,0,1,1,0,26.6
JP107914,2024-12-01,Product Manager,10.1,IT Services,Bangalore,Other,15,1,0,1,0,44.1
JP111192,2024-12-01,Product Manager,8.6,IT Services,Delhi NCR,Tier-2 Engineering College,11,1,0,1,1,59.0
JP100239,2024-12-01,Mobile Developer,2.0,Product (Indian),Mumbai,Other,14,0,1,0,1,27.5
JP108038,2024-12-01,Software Engineer,4.2,IT Services,Chennai,Tier-2 Engineering College,9,1,0,0,0,15.8
JP106994,2024-12-01,DevOps Engineer,5.4,Product (Indian),Chennai,Tier-2 Engineering College,12,0,0,0,1,35.8
JP100192,2024-12-01,AI/ML Engineer,6.9,FAANG/MNC,Chennai,Other,8,1,0,0,1,100.2
JP104462,2024-12-01,Data Scientist,5.9,Product (Indian),Remote/Tier-2,Tier-2 Engineering College,7,1,1,1,1,50.8
JP103985,2024-12-01,Software Engineer,9.8,Product (Indian),Delhi NCR,Premier (IIT/NIT/IIIT),14,1,1,1,0,100.3
JP107930,2024-12-01,AI/ML Engineer,2.6,IT Services,Pune,Tier-2 Engineering College,11,0,0,1,1,20.2
JP108433,2024-12-01,DevOps Engineer,3.5,FAANG/MNC,Bangalore,Premier (IIT/NIT/IIIT),14,0,0,0,0,80.3
JP102805,2024-12-01,Software Engineer,4.4,Product (Indian),Bangalore,Tier-2 Engineering College,6,0,0,0,0,33.5
JP105174,2024-12-01,Data Scientist,2.2,Product (Indian),Bangalore,Tier-2 Engineering College,15,0,0,1,0,30.9
JP109811,2024-12-01,Product Manager,3.6,Startup,Mumbai,Tier-2 Engineering College,15,1,0,0,0,54.0
JP102464,2024-12-01,Product Manager,0.9,IT Services,Bangalore,Premier (IIT/NIT/IIIT),7,0,0,1,0,21.1
